"seq","as_is_comp","as_is_attr","to_be_comp","to_be_attr","excel_order","max_cnt","max_attr","repli_flag","repli_attr","repli_child_flag","repli_child_attr"
7122,GPC0078,content/startDate,ST0001,product/overview-section/heroimage/startDate,6,10,heroimage,N,"",N,""
7123,GPC0078,content/endDate,ST0001,product/overview-section/heroimage/endDate,6,10,heroimage,N,"",N,""
7124,GPC0078,"",ST0001,product/overview-section/heroimage/blogDate,6,10,heroimage,N,"",N,""
7125,GPC0078,"",ST0001,product/overview-section/heroimage/hashTag,6,10,heroimage,N,"",N,""
7126,GPC0078,content/mediaType,ST0001,product/overview-section/heroimage/mediaTypeItems,6,10,heroimage,N,"",N,""
7127,GPC0078,content/animationThumbnail_alt,ST0001,product/overview-section/heroimage/animationThumbnailAltText,6,10,heroimage,N,"",N,""
7128,GPC0078,content/animationThumbnail_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRef,6,10,heroimage,N,"",N,""
7129,GPC0078,content/animationThumbnailMobile_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRefMobile,6,10,heroimage,N,"",N,""
7130,GPC0078,content/modelUseFlag,ST0001,product/overview-section/heroimage/animationMobileFlag,6,10,heroimage,N,"",N,""
7131,GPC0078,content/mobileAnimationFile,ST0001,product/overview-section/heroimage/animationRefMobile,6,10,heroimage,N,"",N,""
7132,GPC0078,content/animationFile,ST0001,product/overview-section/heroimage/animationRef,6,10,heroimage,N,"",N,""
7133,GPC0078,content/mobileImage_path,ST0001,product/overview-section/heroimage/imageRefMobile,6,10,heroimage,N,"",N,""
7134,GPC0078,content/desktopImage_path,ST0001,product/overview-section/heroimage/imageRef,6,10,heroimage,N,"",N,""
7135,GPC0078,content/desktopImage_alt,ST0001,product/overview-section/heroimage/imageAltText,6,10,heroimage,N,"",N,""
7136,GPC0078,"",ST0001,product/overview-section/heroimage/videoCtaLabel,6,10,heroimage,N,"",N,""
7137,GPC0078,content/videoThumbnailMobile_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRefMobile,6,10,heroimage,N,"",N,""
7138,GPC0078,content/videoThumbnail_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRef,6,10,heroimage,N,"",N,""
7139,GPC0078,content/videoID,ST0001,product/overview-section/heroimage/videoID,6,10,heroimage,N,"",N,""
7140,GPC0078,content/videoSource,ST0001,product/overview-section/heroimage/videoSource,6,10,heroimage,N,"",N,""
7141,GPC0078,content/videoThumbnail_alt,ST0001,product/overview-section/heroimage/videoThumbnailAltText,6,10,heroimage,N,"",N,""
7142,GPC0078,content/btnType,ST0001,product/overview-section/heroimage/ctaType,6,10,heroimage,N,"",N,""
7143,GPC0078,content/textBlockColor,ST0001,product/overview-section/heroimage/textColor,6,10,heroimage,N,"",N,""
7144,GPC0078,"",ST0001,product/overview-section/heroimage/textWidth,6,10,heroimage,N,"",N,""
7145,GPC0078,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockMobileAlign,6,10,heroimage,N,"",N,""
7146,GPC0078,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockAlign,6,10,heroimage,N,"",N,""
7147,GPC0078,content/textBlockVertical,ST0001,product/overview-section/heroimage/textBlockVerticalAlign,6,10,heroimage,N,"",N,""
7148,GPC0078,content/textBlockHorizon,ST0001,product/overview-section/heroimage/textBlockHorizontalAlign,6,10,heroimage,N,"",N,""
7149,GPC0078,"",ST0001,product/overview-section/heroimage/iconBlockVerticalAlign,6,10,heroimage,N,"",N,""
7150,GPC0078,"",ST0001,product/overview-section/heroimage/iconBlockHorizontalAlign,6,10,heroimage,N,"",N,""
7151,GPC0078,"",ST0001,product/overview-section/heroimage/iconBlockShape,6,10,heroimage,N,"",N,""
7152,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetEyebrow,6,10,heroimage,N,"",N,""
7153,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetBodycopy,6,10,heroimage,N,"",N,""
7154,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetEyebrow,6,10,heroimage,N,"",N,""
7155,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetBodycopy,6,10,heroimage,N,"",N,""
7156,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetEyebrow,6,10,heroimage,N,"",N,""
7157,GPC0078,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetBodycopy,6,10,heroimage,N,"",N,""
7158,GPC0078,content/firstBtnLink,ST0001,product/overview-section/heroimage/ctaList/item0/ctaUrl,6,10,heroimage,N,"",N,""
7159,GPC0078,content/firstBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item0/ctaLabel,6,10,heroimage,N,"",N,""
7160,GPC0078,content/firstBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item0/ctaTarget,6,10,heroimage,N,"",N,""
7161,GPC0078,"",ST0001,product/overview-section/heroimage/ctaList/item0/buttonType,6,10,heroimage,N,"",N,""
7162,GPC0078,content/secondBtnLink,ST0001,product/overview-section/heroimage/ctaList/item1/ctaUrl,6,10,heroimage,N,"",N,""
7163,GPC0078,content/secondBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item1/ctaLabel,6,10,heroimage,N,"",N,""
7164,GPC0078,content/secondBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item1/ctaTarget,6,10,heroimage,N,"",N,""
7165,GPC0078,"",ST0001,product/overview-section/heroimage/ctaList/item1/buttonType,6,10,heroimage,N,"",N,""
7166,GPC0078,"",ST0001,product/overview-section/heroimage/headline/sling:resourceType,6,10,heroimage,N,"",N,""
7167,GPC0078,content/textBlockheadingTag,ST0001,product/overview-section/heroimage/headline/type,6,10,heroimage,N,"",N,""
7168,GPC0078,"",ST0001,product/overview-section/heroimage/headline/linkTarget,6,10,heroimage,N,"",N,""
7169,GPC0078,content/textBlockHeadline,ST0001,product/overview-section/heroimage/headline/jcr:title,6,10,heroimage,N,"",N,""
7170,GPC0078,"",ST0001,product/overview-section/heroimage/headline/linkUrl,6,10,heroimage,N,"",N,""
7171,GPC0078,"",ST0001,product/overview-section/heroimage/headline/id,6,10,heroimage,N,"",N,""
7172,GPC0078,"",ST0001,product/overview-section/heroimage/bodycopy/sling:resourceType,6,10,heroimage,N,"",N,""
7173,GPC0078,"",ST0001,product/overview-section/heroimage/bodycopy/textIsRich,6,10,heroimage,N,"",N,""
7174,GPC0078,content/textBlockBodyCopy,ST0001,product/overview-section/heroimage/bodycopy/text,6,10,heroimage,N,"",N,""
7175,GPC0078,"",ST0001,product/overview-section/heroimage/bodycopy/id,6,10,heroimage,N,"",N,""
7176,GPC0078,"",ST0001,product/overview-section/heroimage/eyebrow/sling:resourceType,6,10,heroimage,N,"",N,""
7177,GPC0078,"",ST0001,product/overview-section/heroimage/eyebrow/textIsRich,6,10,heroimage,N,"",N,""
7178,GPC0078,content/eyebrow,ST0001,product/overview-section/heroimage/eyebrow/text,6,10,heroimage,N,"",N,""
7179,GPC0078,"",ST0001,product/overview-section/heroimage/eyebrow/id,6,10,heroimage,N,"",N,""
7180,GPC0054,"",ST0003,product/overview-section/sectiontitle/sling:resourceType,7,10,sectiontitle,N,"",N,""
7181,GPC0054,"",ST0003,product/overview-section/sectiontitle/eyebrow,7,10,sectiontitle,N,"",N,""
7182,GPC0054,"",ST0003,product/overview-section/sectiontitle/ctaType,7,10,sectiontitle,N,"",N,""
7183,GPC0054,"",ST0003,product/overview-section/sectiontitle/title/sling:resourceType,7,10,sectiontitle,N,"",N,""
7184,GPC0054,description/headingTag,ST0003,product/overview-section/sectiontitle/title/type,7,10,sectiontitle,N,"",N,""
7185,GPC0054,"",ST0003,product/overview-section/sectiontitle/title/linkTarget,7,10,sectiontitle,N,"",N,""
7186,GPC0054,description/headline,ST0003,product/overview-section/sectiontitle/title/jcr:title,7,10,sectiontitle,N,"",N,""
7187,GPC0054,"",ST0003,product/overview-section/sectiontitle/title/linkUrl,7,10,sectiontitle,N,"",N,""
7188,GPC0054,"",ST0003,product/overview-section/sectiontitle/title/id,7,10,sectiontitle,N,"",N,""
7189,GPC0054,"",ST0003,product/overview-section/sectiontitle/text/sling:resourceType,7,10,sectiontitle,N,"",N,""
7190,GPC0054,"",ST0003,product/overview-section/sectiontitle/text/textIsRich,7,10,sectiontitle,N,"",N,""
7191,GPC0054,description/bodyCopy,ST0003,product/overview-section/sectiontitle/text/text,7,10,sectiontitle,N,"",N,""
7192,GPC0054,"",ST0003,product/overview-section/sectiontitle/text/id,7,10,sectiontitle,N,"",N,""
7193,GPC0054,"",ST0003,product/overview-section/sectiontitle/ctaList/item/ctaUrl,7,10,sectiontitle,Y,item,N,""
7194,GPC0054,"",ST0003,product/overview-section/sectiontitle/ctaList/item/ctaLabel,7,10,sectiontitle,Y,item,N,""
7195,GPC0054,"",ST0003,product/overview-section/sectiontitle/ctaList/item/ctaTarget,7,10,sectiontitle,Y,item,N,""
7196,GPC0054,"",ST0003,product/overview-section/sectiontitle/ctaList/item/buttonType,7,10,sectiontitle,Y,item,N,""
7197,GPC0063,"",ST0003,product/overview-section/sectiontitle/sling:resourceType,8,10,sectiontitle,N,"",N,""
7198,GPC0063,description/eyebrow,ST0003,product/overview-section/sectiontitle/eyebrow,8,10,sectiontitle,N,"",N,""
7199,GPC0063,btnType,ST0003,product/overview-section/sectiontitle/ctaType,8,10,sectiontitle,N,"",N,""
7200,GPC0063,"",ST0003,product/overview-section/sectiontitle/title/sling:resourceType,8,10,sectiontitle,N,"",N,""
7201,GPC0063,description/headingTag,ST0003,product/overview-section/sectiontitle/title/type,8,10,sectiontitle,N,"",N,""
7202,GPC0063,"",ST0003,product/overview-section/sectiontitle/title/linkTarget,8,10,sectiontitle,N,"",N,""
7203,GPC0063,description/headline,ST0003,product/overview-section/sectiontitle/title/jcr:title,8,10,sectiontitle,N,"",N,""
7204,GPC0063,"",ST0003,product/overview-section/sectiontitle/title/linkUrl,8,10,sectiontitle,N,"",N,""
7205,GPC0063,"",ST0003,product/overview-section/sectiontitle/title/id,8,10,sectiontitle,N,"",N,""
7206,GPC0063,"",ST0003,product/overview-section/sectiontitle/text/sling:resourceType,8,10,sectiontitle,N,"",N,""
7207,GPC0063,"",ST0003,product/overview-section/sectiontitle/text/textIsRich,8,10,sectiontitle,N,"",N,""
7208,GPC0063,description/bodyCopy,ST0003,product/overview-section/sectiontitle/text/text,8,10,sectiontitle,N,"",N,""
7209,GPC0063,"",ST0003,product/overview-section/sectiontitle/text/id,8,10,sectiontitle,N,"",N,""
7210,GPC0063,cta/btnLink,ST0003,product/overview-section/sectiontitle/ctaList/item/ctaUrl,8,10,sectiontitle,Y,item,N,""
7211,GPC0063,cta/btnLabel,ST0003,product/overview-section/sectiontitle/ctaList/item/ctaLabel,8,10,sectiontitle,Y,item,N,""
7212,GPC0063,cta/btnLinkTarget,ST0003,product/overview-section/sectiontitle/ctaList/item/ctaTarget,8,10,sectiontitle,Y,item,N,""
7213,GPC0063,"",ST0003,product/overview-section/sectiontitle/ctaList/item/buttonType,8,10,sectiontitle,Y,item,N,""
7214,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/sling:resourceType,9,10,blockimagetextoverla,N,"",N,""
7215,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/cq:styleIds,9,10,blockimagetextoverla,N,"",N,""
7216,GPC0059,mediaBlock/blockType,ST0004,product/overview-section/blockimagetextoverla/displayType,9,10,blockimagetextoverla,N,"",N,""
7217,GPC0059,media/textAreaColor,ST0004,product/overview-section/blockimagetextoverla/fontColor,9,10,blockimagetextoverla,N,"",N,""
7218,GPC0059,media/tabletImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRefTablet,9,10,blockimagetextoverla,Y,item,N,""
7219,GPC0059,media/imageLinkTarget,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageUrlTarget,9,10,blockimagetextoverla,Y,item,N,""
7220,GPC0059,media/desktopImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRef,9,10,blockimagetextoverla,Y,item,N,""
7221,GPC0059,media/imageLink,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageUrl,9,10,blockimagetextoverla,Y,item,N,""
7222,GPC0059,media/desktopImage_alt,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageAltText,9,10,blockimagetextoverla,Y,item,N,""
7223,GPC0059,media/videoSource,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoSource,9,10,blockimagetextoverla,Y,item,N,""
7224,GPC0059,media/mobileImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRefMobile,9,10,blockimagetextoverla,Y,item,N,""
7225,GPC0059,media/mediaType,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/mediaTypeItems,9,10,blockimagetextoverla,Y,item,N,""
7226,GPC0059,media/videoThumbnailTablet_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRefTablet,9,10,blockimagetextoverla,Y,item,N,""
7227,GPC0059,media/videoThumbnail_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRef,9,10,blockimagetextoverla,Y,item,N,""
7228,GPC0059,media/videoID,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoID,9,10,blockimagetextoverla,Y,item,N,""
7229,GPC0059,media/videoThumbnail_alt,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailAltText,9,10,blockimagetextoverla,Y,item,N,""
7230,GPC0059,media/videoThumbnailMobile_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRefMobile,9,10,blockimagetextoverla,Y,item,N,""
7231,GPC0059,media/headline,ST0004,product/overview-section/blockimagetextoverla/title/jcr:title,9,10,blockimagetextoverla,Y,title,N,""
7232,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/title/linkURL,9,10,blockimagetextoverla,Y,title,N,""
7233,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/title/sling:resourceType,9,10,blockimagetextoverla,Y,title,N,""
7234,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/title/id,9,10,blockimagetextoverla,Y,title,N,""
7235,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/title/linkTarget,9,10,blockimagetextoverla,Y,title,N,""
7236,GPC0059,media/headingTag,ST0004,product/overview-section/blockimagetextoverla/title/type,9,10,blockimagetextoverla,Y,title,N,""
7237,GPC0059,media/eyebrow,ST0004,product/overview-section/blockimagetextoverla/eyebrow/jcr:title,9,10,blockimagetextoverla,Y,eyebrow,N,""
7238,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/linkURL,9,10,blockimagetextoverla,Y,eyebrow,N,""
7239,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/sling:resourceType,9,10,blockimagetextoverla,Y,eyebrow,N,""
7240,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/id,9,10,blockimagetextoverla,Y,eyebrow,N,""
7241,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/linkTarget,9,10,blockimagetextoverla,Y,eyebrow,N,""
7242,GPC0059,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/type,9,10,blockimagetextoverla,Y,eyebrow,N,""
7243,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/sling:resourceType,10,10,blockimagetextoverla,N,"",N,""
7244,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/cq:styleIds,10,10,blockimagetextoverla,N,"",N,""
7245,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/displayType,10,10,blockimagetextoverla,N,"",N,""
7246,GPC0060,textColor/wideAreaTextColor,ST0004,product/overview-section/blockimagetextoverla/fontColor,10,10,blockimagetextoverla,N,"",N,""
7247,GPC0060,media/tabletImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRefTablet,10,10,blockimagetextoverla,Y,item,N,""
7248,GPC0060,media/imageLinkTarget,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageUrlTarget,10,10,blockimagetextoverla,Y,item,N,""
7249,GPC0060,media/desktopImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRef,10,10,blockimagetextoverla,Y,item,N,""
7250,GPC0060,media/imageLink,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageUrl,10,10,blockimagetextoverla,Y,item,N,""
7251,GPC0060,media/desktopImage_alt,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageAltText,10,10,blockimagetextoverla,Y,item,N,""
7252,GPC0060,media/videoSource,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoSource,10,10,blockimagetextoverla,Y,item,N,""
7253,GPC0060,media/mobileImage_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/imageRefMobile,10,10,blockimagetextoverla,Y,item,N,""
7254,GPC0060,media/mediaType,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/mediaTypeItems,10,10,blockimagetextoverla,Y,item,N,""
7255,GPC0060,media/videoThumbnailTablet_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRefTablet,10,10,blockimagetextoverla,Y,item,N,""
7256,GPC0060,media/videoThumbnailDesktop_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRef,10,10,blockimagetextoverla,Y,item,N,""
7257,GPC0060,media/videoID,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoID,10,10,blockimagetextoverla,Y,item,N,""
7258,GPC0060,media/videoThumbnailDesktop_alt,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailAltText,10,10,blockimagetextoverla,Y,item,N,""
7259,GPC0060,media/videoThumbnailMobile_path,ST0004,product/overview-section/blockimagetextoverla/mediaContent/item/videoThumbnailImageRefMobile,10,10,blockimagetextoverla,Y,item,N,""
7260,GPC0060,media/headline,ST0004,product/overview-section/blockimagetextoverla/title/jcr:title,10,10,blockimagetextoverla,Y,title,N,""
7261,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/title/linkURL,10,10,blockimagetextoverla,Y,title,N,""
7262,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/title/sling:resourceType,10,10,blockimagetextoverla,Y,title,N,""
7263,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/title/id,10,10,blockimagetextoverla,Y,title,N,""
7264,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/title/linkTarget,10,10,blockimagetextoverla,Y,title,N,""
7265,GPC0060,media/headingTag,ST0004,product/overview-section/blockimagetextoverla/title/type,10,10,blockimagetextoverla,Y,title,N,""
7266,GPC0060,media/eyebrow,ST0004,product/overview-section/blockimagetextoverla/eyebrow/jcr:title,10,10,blockimagetextoverla,Y,eyebrow,N,""
7267,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/linkURL,10,10,blockimagetextoverla,Y,eyebrow,N,""
7268,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/sling:resourceType,10,10,blockimagetextoverla,Y,eyebrow,N,""
7269,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/id,10,10,blockimagetextoverla,Y,eyebrow,N,""
7270,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/linkTarget,10,10,blockimagetextoverla,Y,eyebrow,N,""
7271,GPC0060,"",ST0004,product/overview-section/blockimagetextoverla/eyebrow/type,10,10,blockimagetextoverla,Y,eyebrow,N,""
7272,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/sling:resourceType,11,10,imagectaoverlay,N,"",N,""
7273,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/cq:styleIds,11,10,imagectaoverlay,N,"",N,""
7274,GPC0071,descriptionStyle/textAlign,ST0005,product/overview-section/imagectaoverlay/textAlignment,11,10,imagectaoverlay,N,"",N,""
7275,GPC0071,descriptionStyle/textPlacement,ST0005,product/overview-section/imagectaoverlay/textPlacement,11,10,imagectaoverlay,N,"",N,""
7276,GPC0071,description/btnType,ST0005,product/overview-section/imagectaoverlay/ctaType,11,10,imagectaoverlay,N,"",N,""
7277,GPC0071,textBlock/blockType,ST0005,product/overview-section/imagectaoverlay/blockType,11,10,imagectaoverlay,N,"",N,""
7278,GPC0071,ctaType/ctaOption,ST0005,product/overview-section/imagectaoverlay/ctaOption,11,10,imagectaoverlay,N,"",N,""
7279,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/textLinkColor,11,10,imagectaoverlay,N,"",N,""
7280,GPC0071,description/animationThumbnail_alt,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/animationThumbnailAltText,11,10,imagectaoverlay,Y,item,N,""
7281,GPC0071,description/animationThumbnail_path,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/animationThumbnailImageRef,11,10,imagectaoverlay,Y,item,N,""
7282,GPC0071,description/animationFile,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/animationRef,11,10,imagectaoverlay,Y,item,N,""
7283,GPC0071,description/desktopImage_path,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/imageRef,11,10,imagectaoverlay,Y,item,N,""
7284,GPC0071,description/desktopImage_alt,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/imageAltText,11,10,imagectaoverlay,Y,item,N,""
7285,GPC0071,description/videoThumbnail_path,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/videoThumbnailImageRef,11,10,imagectaoverlay,Y,item,N,""
7286,GPC0071,description/videoID,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/videoID,11,10,imagectaoverlay,Y,item,N,""
7287,GPC0071,description/videoThumbnail_alt,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/videoThumbnailAltText,11,10,imagectaoverlay,Y,item,N,""
7288,GPC0071,description/mediaType,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/mediaTypeItems,11,10,imagectaoverlay,Y,item,N,""
7289,GPC0071,description/videoSource,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/videoSource,11,10,imagectaoverlay,Y,item,N,""
7290,GPC0071,description/firstBtnLink,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item0/ctaUrl,11,10,imagectaoverlay,Y,item,N,""
7291,GPC0071,description/firstBtnLabel,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item0/ctaLabel,11,10,imagectaoverlay,Y,item,N,""
7292,GPC0071,description/firstBtnLinkTarget,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item0/ctaTarget,11,10,imagectaoverlay,Y,item,N,""
7293,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item0/buttonType,11,10,imagectaoverlay,Y,item,N,""
7294,GPC0071,description/secondBtnLink,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item1/ctaUrl,11,10,imagectaoverlay,Y,item,N,""
7295,GPC0071,description/secondBtnLabel,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item1/ctaLabel,11,10,imagectaoverlay,Y,item,N,""
7296,GPC0071,description/secondBtnLinkTarget,ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item1/ctaTarget,11,10,imagectaoverlay,Y,item,N,""
7297,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/mediaDescription/item/ctaItems/item1/buttonType,11,10,imagectaoverlay,Y,item,N,""
7298,GPC0071,description/headline,ST0005,product/overview-section/imagectaoverlay/title/jcr:title,11,10,imagectaoverlay,Y,title,N,""
7299,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/titl/linkURL,11,10,imagectaoverlay,Y,title,N,""
7300,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/titl/sling:resourceType,11,10,imagectaoverlay,Y,title,N,""
7301,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/title/id,11,10,imagectaoverlay,Y,title,N,""
7302,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/title/linkTarget,11,10,imagectaoverlay,Y,title,N,""
7303,GPC0071,description/headingTag,ST0005,product/overview-section/imagectaoverlay/title/type,11,10,imagectaoverlay,Y,title,N,""
7304,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/text/sling:resourceType,11,10,imagectaoverlay,Y,text,N,""
7305,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/text/id,11,10,imagectaoverlay,Y,text,N,""
7306,GPC0071,description/bodyCopy,ST0005,product/overview-section/imagectaoverlay/text/text,11,10,imagectaoverlay,Y,text,N,""
7307,GPC0071,"",ST0005,product/overview-section/imagectaoverlay/text/textIsRich,11,10,imagectaoverlay,Y,text,N,""
7308,GPC0062,"",ST0007,product/overview-section/blockimage/sling:resourceType,12,,blockimage,N,"",N,""
7309,GPC0062,"",ST0007,product/overview-section/blockimage/cq:styleIds,12,,blockimage,N,"",N,""
7310,GPC0062,"",ST0007,product/overview-section/blockimage/ctaLabel,12,,blockimage,N,"",N,""
7311,GPC0062,"",ST0007,product/overview-section/blockimage/ctaUrl,12,,blockimage,N,"",N,""
7312,GPC0062,"",ST0007,product/overview-section/blockimage/ctaTarget,12,,blockimage,N,"",N,""
7313,GPC0062,mediaBlock/blockType,ST0007,product/overview-section/blockimage/blockType,12,,blockimage,N,"",N,""
7314,GPC0062,media/animationThumbnail_alt,ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailAltText,12,,blockimage,Y,item,N,""
7315,GPC0062,media/animationThumbnail_path,ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailImageRef,12,,blockimage,Y,item,N,""
7316,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailImageRefMobile,12,,blockimage,Y,item,N,""
7317,GPC0062,media/animationFile,ST0007,product/overview-section/blockimage/blockImageList/item/animationRef,12,,blockimage,Y,item,N,""
7318,GPC0062,media/videoThumbnail_path,ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailImageRef,12,,blockimage,Y,item,N,""
7319,GPC0062,media/videoID,ST0007,product/overview-section/blockimage/blockImageList/item/videoID,12,,blockimage,Y,item,N,""
7320,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailImageRefMobile,12,,blockimage,Y,item,N,""
7321,GPC0062,media/videoThumbnail_alt,ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailAltText,12,,blockimage,Y,item,N,""
7322,GPC0062,media/blockImage_alt,ST0007,product/overview-section/blockimage/blockImageList/item/imageAltText,12,,blockimage,Y,item,N,""
7323,GPC0062,media/imageLinkTarget,ST0007,product/overview-section/blockimage/blockImageList/item/imageUrlTarget,12,,blockimage,Y,item,N,""
7324,GPC0062,media/blockImage_path,ST0007,product/overview-section/blockimage/blockImageList/item/imageRef,12,,blockimage,Y,item,N,""
7325,GPC0062,media/imageLink,ST0007,product/overview-section/blockimage/blockImageList/item/imageUrl,12,,blockimage,Y,item,N,""
7326,GPC0062,media/videoSource,ST0007,product/overview-section/blockimage/blockImageList/item/videoSource,12,,blockimage,Y,item,N,""
7327,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/ctaType,12,,blockimage,Y,item,N,""
7328,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/imageRefMobile,12,,blockimage,Y,item,N,""
7329,GPC0062,media/mediaType,ST0007,product/overview-section/blockimage/blockImageList/item/mediaTypeItems,12,,blockimage,Y,item,N,""
7330,GPC0062,media/textBtnLink1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaUrl,12,,blockimage,Y,item,N,""
