"seq","as_is_comp","as_is_attr","to_be_comp","to_be_attr","excel_order","max_cnt","max_attr","repli_flag","repli_attr","repli_child_flag","repli_child_attr"
7853,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/bodycopy/textIsRich,24,,imagetextfoldingfeat,N,"",N,""
7854,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/interviewee-name/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7855,GPC0042,description/intervieweeName,ST0016,product/overview-section/imagetextfoldingfeat/interviewee-name/text,24,,imagetextfoldingfeat,N,"",N,""
7856,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/interviewee-name/textIsRich,24,,imagetextfoldingfeat,N,"",N,""
7857,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/interviewee-info/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7858,GPC0042,description/intervieweeInfo,ST0016,product/overview-section/imagetextfoldingfeat/interviewee-info/text,24,,imagetextfoldingfeat,N,"",N,""
7859,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/interviewee-info/textIsRich,24,,imagetextfoldingfeat,N,"",N,""
7860,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/disclaimer/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7861,GPC0042,media/disclaimer,ST0016,product/overview-section/imagetextfoldingfeat/disclaimer/text,24,,imagetextfoldingfeat,N,"",N,""
7862,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/disclaimer/textIsRich,24,,imagetextfoldingfeat,N,"",N,""
7863,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/headline/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7864,GPC0042,description/headingTag,ST0016,product/overview-section/imagetextfoldingfeat/headline/type,24,,imagetextfoldingfeat,N,"",N,""
7865,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/headline/linkURL,24,,imagetextfoldingfeat,N,"",N,""
7866,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/headline/linkTarget,24,,imagetextfoldingfeat,N,"",N,""
7867,GPC0042,description/headline,ST0016,product/overview-section/imagetextfoldingfeat/headline/jcr:title,24,,imagetextfoldingfeat,N,"",N,""
7868,GPC0074,"",ST0019,product/overview-section/gallerypicker/sling:resourceType,25,,gallerypicker,N,"",N,""
7869,GPC0074,headlineGroup/headline,ST0019,product/overview-section/gallerypicker/descriptionTextAlign,25,,gallerypicker,N,"",N,""
7870,GPC0074,"",ST0019,product/overview-section/gallerypicker/textIsRich,25,,gallerypicker,N,"",N,""
7871,GPC0074,media/bodyCopy,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/description,25,,gallerypicker,Y,item,N,""
7872,GPC0074,media/image_path,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/imageRef,25,,gallerypicker,Y,item,N,""
7873,GPC0074,media/image_alt,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/imageAltText,25,,gallerypicker,Y,item,N,""
7874,GPC0074,media/videoSource,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/videoSource,25,,gallerypicker,Y,item,N,""
7875,GPC0074,media/mediaType,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/mediaTypeItems,25,,gallerypicker,Y,item,N,""
7876,GPC0074,media/videoThumbnail_path,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/videoThumbnailImageRef,25,,gallerypicker,Y,item,N,""
7877,GPC0074,media/videoID,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/videoID,25,,gallerypicker,Y,item,N,""
7878,GPC0074,media/videoThumbnail_alt,ST0019,product/overview-section/gallerypicker/mediaDescriptionList/item/videoThumbnailAltText,25,,gallerypicker,Y,item,N,""
7879,GPC0074,"",ST0019,product/overview-section/gallerypicker/title/sling:resourceType,25,,gallerypicker,N,"",N,""
7880,GPC0074,headlineGroup/headingTag,ST0019,product/overview-section/gallerypicker/title/type,25,,gallerypicker,N,"",N,""
7881,GPC0074,"",ST0019,product/overview-section/gallerypicker/title/linkURL,25,,gallerypicker,N,"",N,""
7882,GPC0074,"",ST0019,product/overview-section/gallerypicker/title/linkTarget,25,,gallerypicker,N,"",N,""
7883,GPC0074,"",ST0019,product/overview-section/gallerypicker/title/jcr:title,25,,gallerypicker,N,"",N,""
7884,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/sling:resourceType,26,,interactivegalleryim,N,"",N,""
7885,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/cq:styleIds,26,,interactivegalleryim,N,"",N,""
7886,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/fragmentVariationPath,26,,interactivegalleryim,N,"",N,""
7887,GPC0057,viewCountArea/viewCount,ST0035,product/overview-section/interactivegalleryim/variantType,26,,interactivegalleryim,N,"",N,""
7888,GPC0057,headlineArea/headlineTextAlign,ST0035,product/overview-section/interactivegalleryim/descriptionTextAlign,26,,interactivegalleryim,N,"",N,""
7889,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/fontStyle,26,,interactivegalleryim,N,"",N,""
7890,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/textIsRich,26,,interactivegalleryim,N,"",N,""
7891,GPC0057,showroom1/showroomMobileImage1_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7892,GPC0057,showroom1/showroomImage1_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/imageRef,26,,interactivegalleryim,N,item,N,""
7893,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/dataRatio,26,,interactivegalleryim,N,item,N,""
7894,GPC0057,showroom1/showroomBodyCopy1,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/description,26,,interactivegalleryim,N,item,N,""
7895,GPC0057,showroom1/showroomImage1_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/imageAltText,26,,interactivegalleryim,N,item,N,""
7896,GPC0057,showroom1/showroomImageTitle1,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/title,26,,interactivegalleryim,N,item,N,""
7897,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/id,26,,interactivegalleryim,N,item,N,""
7898,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/imageUrl,26,,interactivegalleryim,N,item,N,""
7899,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7900,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item0/type,26,,interactivegalleryim,N,item,N,""
7901,GPC0057,showroom2/showroomMobileImage2_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7902,GPC0057,showroom2/showroomImage2_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/imageRef,26,,interactivegalleryim,N,item,N,""
7903,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/dataRatio,26,,interactivegalleryim,N,item,N,""
7904,GPC0057,showroom2/showroomBodyCopy2,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/description,26,,interactivegalleryim,N,item,N,""
7905,GPC0057,showroom2/showroomImage2_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/imageAltText,26,,interactivegalleryim,N,item,N,""
7906,GPC0057,showroom2/showroomImageTitle2,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/title,26,,interactivegalleryim,N,item,N,""
7907,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/id,26,,interactivegalleryim,N,item,N,""
7908,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/imageUrl,26,,interactivegalleryim,N,item,N,""
7909,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7910,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item1/type,26,,interactivegalleryim,N,item,N,""
7911,GPC0057,showroom3/showroomMobileImage3_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7912,GPC0057,showroom3/showroomImage3_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/imageRef,26,,interactivegalleryim,N,item,N,""
7913,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/dataRatio,26,,interactivegalleryim,N,item,N,""
7914,GPC0057,showroom3/showroomBodyCopy3,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/description,26,,interactivegalleryim,N,item,N,""
7915,GPC0057,showroom3/showroomImage3_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/imageAltText,26,,interactivegalleryim,N,item,N,""
7916,GPC0057,showroom3/showroomImageTitle3,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/title,26,,interactivegalleryim,N,item,N,""
7917,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/id,26,,interactivegalleryim,N,item,N,""
7918,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/imageUrl,26,,interactivegalleryim,N,item,N,""
7919,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7920,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item2/type,26,,interactivegalleryim,N,item,N,""
7921,GPC0057,showroom4/showroomMobileImage4_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7922,GPC0057,showroom4/showroomImage4_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/imageRef,26,,interactivegalleryim,N,item,N,""
7923,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/dataRatio,26,,interactivegalleryim,N,item,N,""
7924,GPC0057,showroom4/showroomBodyCopy4,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/description,26,,interactivegalleryim,N,item,N,""
7925,GPC0057,showroom4/showroomImage4_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/imageAltText,26,,interactivegalleryim,N,item,N,""
7926,GPC0057,showroom4/showroomImageTitle4,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/title,26,,interactivegalleryim,N,item,N,""
7927,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/id,26,,interactivegalleryim,N,item,N,""
7928,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/imageUrl,26,,interactivegalleryim,N,item,N,""
7929,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7930,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item3/type,26,,interactivegalleryim,N,item,N,""
7931,GPC0057,showroom5/showroomMobileImage5_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7932,GPC0057,showroom5/showroomImage5_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/imageRef,26,,interactivegalleryim,N,item,N,""
7933,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/dataRatio,26,,interactivegalleryim,N,item,N,""
7934,GPC0057,showroom5/showroomBodyCopy5,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/description,26,,interactivegalleryim,N,item,N,""
7935,GPC0057,showroom5/showroomImage5_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/imageAltText,26,,interactivegalleryim,N,item,N,""
7936,GPC0057,showroom5/showroomImageTitle5,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/title,26,,interactivegalleryim,N,item,N,""
7937,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/id,26,,interactivegalleryim,N,item,N,""
7938,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/imageUrl,26,,interactivegalleryim,N,item,N,""
7939,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7940,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item4/type,26,,interactivegalleryim,N,item,N,""
7941,GPC0057,showroom6/showroomMobileImage6_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7942,GPC0057,showroom6/showroomImage6_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/imageRef,26,,interactivegalleryim,N,item,N,""
7943,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/dataRatio,26,,interactivegalleryim,N,item,N,""
7944,GPC0057,showroom6/showroomBodyCopy6,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/description,26,,interactivegalleryim,N,item,N,""
7945,GPC0057,showroom6/showroomImage6_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/imageAltText,26,,interactivegalleryim,N,item,N,""
7946,GPC0057,showroom6/showroomImageTitle6,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/title,26,,interactivegalleryim,N,item,N,""
7947,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/id,26,,interactivegalleryim,N,item,N,""
7948,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/imageUrl,26,,interactivegalleryim,N,item,N,""
7949,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7950,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item5/type,26,,interactivegalleryim,N,item,N,""
7951,GPC0057,showroom7/showroomMobileImage7_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7952,GPC0057,showroom7/showroomImage7_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/imageRef,26,,interactivegalleryim,N,item,N,""
7953,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/dataRatio,26,,interactivegalleryim,N,item,N,""
7954,GPC0057,showroom7/showroomBodyCopy7,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/description,26,,interactivegalleryim,N,item,N,""
7955,GPC0057,showroom7/showroomImage7_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/imageAltText,26,,interactivegalleryim,N,item,N,""
7956,GPC0057,showroom7/showroomImageTitle7,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/title,26,,interactivegalleryim,N,item,N,""
7957,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/id,26,,interactivegalleryim,N,item,N,""
7958,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/imageUrl,26,,interactivegalleryim,N,item,N,""
7959,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7960,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item6/type,26,,interactivegalleryim,N,item,N,""
7961,GPC0057,showroom8/showroomMobileImage8_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/imageRefMobile,26,,interactivegalleryim,N,item,N,""
7962,GPC0057,showroom8/showroomImage8_path,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/imageRef,26,,interactivegalleryim,N,item,N,""
7963,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/dataRatio,26,,interactivegalleryim,N,item,N,""
7964,GPC0057,showroom8/showroomBodyCopy8,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/description,26,,interactivegalleryim,N,item,N,""
7965,GPC0057,showroom8/showroomImage8_alt,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/imageAltText,26,,interactivegalleryim,N,item,N,""
7966,GPC0057,showroom8/showroomImageTitle8,ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/title,26,,interactivegalleryim,N,item,N,""
7967,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/id,26,,interactivegalleryim,N,item,N,""
7968,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/imageUrl,26,,interactivegalleryim,N,item,N,""
7969,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/imageUrlTarget,26,,interactivegalleryim,N,item,N,""
7970,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/mediaDescriptionList/item7/type,26,,interactivegalleryim,N,item,N,""
7971,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/title/sling:resourceType,26,,interactivegalleryim,N,"",N,""
7972,GPC0057,headlineArea/headingTag,ST0035,product/overview-section/interactivegalleryim/title/type,26,,interactivegalleryim,N,"",N,""
7973,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/title/linkURL,26,,interactivegalleryim,N,"",N,""
7974,GPC0057,"",ST0035,product/overview-section/interactivegalleryim/title/linkTarget,26,,interactivegalleryim,N,"",N,""
7975,GPC0057,headlineArea/headline,ST0035,product/overview-section/interactivegalleryim/title/jcr:title,26,,interactivegalleryim,N,"",N,""
7976,GPC0061,"",ST0036,product/overview-section/featureicontab/sling:resourceType,27,,featureicontab,N,"",N,""
7977,GPC0061,"",ST0036,product/overview-section/featureicontab/textIsRich,27,,featureicontab,N,"",N,""
7978,GPC0061,"",ST0036,product/overview-section/featureicontab/cq:styleIds,27,,featureicontab,N,"",N,""
7979,GPC0061,media/insetDesktopImage_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/imageRef,27,,featureicontab,Y,item,N,""
7980,GPC0061,media/insetDesktopImage_alt,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/imageAltText,27,,featureicontab,Y,item,N,""
7981,GPC0061,media/insetMobileImage_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/imageRefMobile,27,,featureicontab,Y,item,N,""
7982,GPC0061,media/videoThumbnail_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/videoThumbnailImageRef,27,,featureicontab,Y,item,N,""
7983,GPC0061,media/videoThumbnail_alt,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/videoThumbnailAltText,27,,featureicontab,Y,item,N,""
7984,GPC0061,media/videoID,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/videoID,27,,featureicontab,Y,item,N,""
7985,GPC0061,media/videoSource,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/videoSource,27,,featureicontab,Y,item,N,""
7986,GPC0061,media/videoThumbnailMobile_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/videoThumbnailImageRefMobile,27,,featureicontab,Y,item,N,""
7987,GPC0061,media/animationFile,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/animationRef,27,,featureicontab,Y,item,N,""
7988,GPC0061,media/animationThumbnail_alt,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/animationThumbnailAltText,27,,featureicontab,Y,item,N,""
7989,GPC0061,media/animationThumbnail_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/animationThumbnailImageRef,27,,featureicontab,Y,item,N,""
7990,GPC0061,media/animationThumbnailMobile_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/animationThumbnailImageRefMobile,27,,featureicontab,Y,item,N,""
7991,GPC0061,media/bodyCopy,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/description,27,,featureicontab,Y,item,N,""
7992,GPC0061,"",ST0036,product/overview-section/featureicontab/featureIconTabsList/item/fontStyleDesktop,27,,featureicontab,Y,item,N,""
7993,GPC0061,"",ST0036,product/overview-section/featureicontab/featureIconTabsList/item/fontStyleMobile,27,,featureicontab,Y,item,N,""
7994,GPC0061,media/iconImage_alt,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/iconImageAltText,27,,featureicontab,Y,item,N,""
7995,GPC0061,media/iconImage_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/iconImageRef,27,,featureicontab,Y,item,N,""
7996,GPC0061,media/iconText,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/imageText,27,,featureicontab,Y,item,N,""
7997,GPC0061,media/headline,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/jcr:title,27,,featureicontab,Y,item,N,""
7998,GPC0061,media/mediaType,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/mediaTypeItems,27,,featureicontab,Y,item,N,""
7999,GPC0061,media/hovorIconImage_path,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/offIconImageRef,27,,featureicontab,Y,item,N,""
8000,GPC0061,media/headingTag,ST0036,product/overview-section/featureicontab/featureIconTabsList/item/type,27,,featureicontab,Y,item,N,""
8001,GPC0066,"",ST0024,product/overview-section/stepupchart/sling:resourceType,28,,"",N,"",N,""
8002,GPC0066,"",ST0024,product/overview-section/stepupchart/cq:styleIds,28,,"",N,"",N,""
8025,GPC0015,"",ST0023,product/pdp-support/supportCard-headline/sling:resourceType,30,,"",N,"",N,""
8026,GPC0015,"",ST0023,product/pdp-support/supportCard-headline/cq:styleIds,30,,"",N,"",N,""
8077,GPC0015,productSupportDCR,ST0023,dcr,30,,"","","","",""
8078,GPC0066,tableData,ST0024,dcr,28,,stepupchart,"","","",""
