"model_id","original_model_id","sku","model_status_code","locale","page_name","locale_code"
MD05807819,MD05807819,"60UJ634V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05807826,MD05807826,"55UJ634V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05807828,MD05807828,"49UJ634V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05807833,MD05807833,"43UJ634V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05807930,MD05807930,"43UJ651V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808110,MD05808110,"55UJ635V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808153,MD05808153,"49UJ635V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808154,MD05808154,"43UJ635V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808236,MD05808236,"49UJ651V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808237,MD05808237,"55UJ651V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808238,MD05808238,"60UJ651V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808239,MD05808239,"65UJ651V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808241,MD05808241,"65UJ630V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808242,MD05808242,"65UJ750V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808243,MD05808243,"65UJ701V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808260,MD05808260,"60UJ750V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808292,MD05808292,"43UJ701V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808294,MD05808294,"55UJ750V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808295,MD05808295,"49UJ701V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808296,MD05808296,"55UJ701V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808297,MD05808297,"49UJ750V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808302,MD05808302,"43UJ750V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808319,MD05808319,"60UJ630V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808340,MD05808340,"43LJ614V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808341,MD05808341,"43LJ624V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808342,MD05808342,"65UJ670V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808343,MD05808343,"55UJ630V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808344,MD05808344,"49UJ630V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808349,MD05808349,"55UJ670V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808350,MD05808350,"49UJ670V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808351,MD05808351,"43UJ670V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808614,MD05808614,"49LJ594V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808618,MD05808618,"43UJ630V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808619,MD05808619,"49LJ614V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808620,MD05808620,"49LJ624V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808661,MD05808661,"43LJ594V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808690,MD05808690,"32LJ510U.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05808709,MD05808709,"32LJ510B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05809551,MD05809551,"75UJ675V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05809630,MD05809630,"75SJ955V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05809727,MD05809727,"49LJ515V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05809745,MD05809745,"43LJ515V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05810069,MD05810069,OLED77W7V.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05810071,MD05810071,"32LJ610V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05810073,MD05810073,"55LJ615V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05810075,MD05810075,"55LJ625V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05810129,MD05810129,SJ6.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05811573,MD05811573,"24GM79G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05811574,MD05811574,"29UM69G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05811629,MD05811629,"34UC99-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05811650,MD05811650,"34UM69G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05811930,MD05811930,"24MP59G-P.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05811933,MD05811933,"27MP59G-P.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05814376,MD05814376,"32LJ590U.AEKQ.EEUK.UK.C",DISCONTINUED,UK,"",
MD05814850,MD05814850,LGW270.AGBRTN.EEUK.UK.C,SUSPENDED,UK,"",
MD05815192,MD05815192,UP970.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05817357,MD05817357,CJ98.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05818694,MD05818694,SJ2.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05818913,MD05818913,CJ45.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD05818963,MD05818963,OJ98.DPERLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05819069,MD05819069,CJ88.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05820991,MD05820991,"27BK550Y-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05821058,MD05821058,"24BK550Y-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05821091,MD05821091,"27BK750Y-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05821329,MD05821329,"29MT49DF-PZ.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05821376,MD05821376,"24BK750Y-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05824889,MD05824889,"43UD79-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05824918,MD05824918,"65SJ800V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05824919,MD05824919,"55SJ800V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05826772,MD05826772,FH495BDN2.ABWQEUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05826810,MD05826810,FH4A8JDS2.ABWQEUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05826849,MD05826849,FH4A8TDS2.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05826956,MD05826956,GBB329DSJZ.ADSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05826959,MD05826959,GML916NSHV.ANSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05826969,MD05826969,GBB60SAFFB.ASNQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05827815,MD05827815,GSL561PZUZ.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05827830,MD05827830,GSL560PZXV.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05831653,MD05831653,OM5560.DGBRLLB.EEUK.UK.C,DISCONTINUED,UK,"",
MD05831889,MD05831889,AN-MR650A.AEU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05832429,MD05832429,"24MP48HQ-P.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05832431,MD05832431,PH150G.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05832509,MD05832509,PH450UG.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05832892,MD05832892,GL5141PZBZ.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833869,MD05833869,F4J6TY8S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833929,MD05833929,F4J6TY0WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833969,MD05833969,F4J6TN2S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833970,MD05833970,F4J6TN2W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833972,MD05833972,F2J6TN8S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05833989,MD05833989,F4J6QN0WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834110,MD05834110,F4J6TM8S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834158,MD05834158,F4J6TM1W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834159,MD05834159,W5J6AM0WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834161,MD05834161,F4J6AM8S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834162,MD05834162,F4J5TN4WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834164,MD05834164,W5J6VN0WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834169,MD05834169,W3J5TN4L.ALSQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834171,MD05834171,F4J5TN7S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834174,MD05834174,F4J5TN4L.ALSQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834176,MD05834176,F4J5TN3W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834177,MD05834177,W5J5TN4WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834190,MD05834190,W5J5QN4L.ALSQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834191,MD05834191,W3J5WN3W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834391,MD05834391,MJ3965ACR.BSSQLGU.EEUK.UK.C,SUSPENDED,UK,"",
MD05834469,MD05834469,RC8084AV3W.ACWQEUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834477,MD05834477,MJ3965BPS.BBKQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834479,MD05834479,GSX961NSAZ.ANSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834558,MD05834558,GSJ560PZXV.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05834950,MD05834950,GSL361ICEZ.ADSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05835211,MD05835211,W3J5QN4WW.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05835810,MD05835810,LHB645N.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05835829,MD05835829,LHB655NW.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836677,MD05836677,F4J6AM2S.AESQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836709,MD05836709,F4J6AM2W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836713,MD05836713,GBB39DSJZ.ADSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836719,MD05836719,GBB39SWJZ.ASWQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836753,MD05836753,GSJ761PZXV.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05836770,MD05836770,GSM760PZXZ.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05838334,MD05838334,CJ87.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05838509,MD05838509,"24MT49DT-PZ.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05840894,MD05840894,"27MP89HM-S.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05842909,MD05842909,PJ3.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05842989,MD05842989,PJ9.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05843269,MD05843269,CM3370.AGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05844270,MD05844270,F4J8JS2W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05844391,MD05844391,LGM400Y.AHUKTN.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845069,MD05845069,F4J7JY2W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845170,MD05845170,F4J7TN0W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845509,MD05845509,F4J7TN8S.AESQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845510,MD05845510,F4J7VN1W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845511,MD05845511,F4J7VN0W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845512,MD05845512,F4J7TY2S.AESQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05845612,MD05845612,F4J7VY2S.AESQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05846632,MD05846632,SJ1.AGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847049,MD05847049,HBS-W120.ABEUGR.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847109,MD05847109,HBS-A80.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847130,MD05847130,HBS-A100.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847132,MD05847132,HBS-S80.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847149,MD05847149,HBS-920.ABEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847169,MD05847169,HBS-A100.AGEUSV.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847170,MD05847170,HBS-A80.AGEURD.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847171,MD05847171,HBS-A80.AGEUBL.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847172,MD05847172,HBS-920.ABEUSV.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847173,MD05847173,HBS-A100.AGEUBL.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847191,MD05847191,HBS-510.AUEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847210,MD05847210,HBS-S80.AGEURD.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847211,MD05847211,HBS-820S.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847212,MD05847212,HBS-S80.AGEUBL.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847290,MD05847290,HBS-500.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847717,MD05847717,HBS-1100.AGEUBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05847718,MD05847718,HBS-1100.AGEUSV.EEUK.UK.C,DISCONTINUED,UK,"",
MD05848220,MD05848220,"22BK55WD-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05849375,MD05849375,AS55GDWU0.AUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05849376,MD05849376,LSA50A.AEUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05849457,MD05849457,FH4G1BCS2.ABWQKUK.EEUK.UK.C,ACTIVE,UK,"",
MD05849476,MD05849476,FH4G1JCS2.ABWQKUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05849516,MD05849516,AS60GDWV0.AUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05851115,MD05851115,LGM200N.ATSCGK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05852119,MD05852119,F4J8JH2W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05852176,MD05852176,F4J8FH2S.AESQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05852255,MD05852255,F4J8FH2W.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05855835,MD05855835,F1496AD1.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05856615,MD05856615,LGM700N.AGBRBK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05856881,MD05856881,LGM700N.AGBRPL.EEUK.UK.C,DISCONTINUED,UK,"",
MD05861455,MD05861455,FH4G1BCS2W.ABWQKUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05861458,MD05861458,FH4G1JCS2W.ABWQKUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05862257,MD05862257,"24MP88HV-S.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05867955,MD05867955,GBB60PZDFS.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05868531,MD05868531,FH4U2TDN2W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05868537,MD05868537,PH1.AGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05868735,MD05868735,FH4U2TDN2L.ALSQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05868795,MD05868795,F4J6EY2W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05870475,MD05870475,LGH930.AGBRSV.EEUK.UK.C,DISCONTINUED,UK,"",
MD05870536,MD05870536,LGH930.AGBRBL.EEUK.UK.C,DISCONTINUED,UK,"",
MD05873335,MD05873335,"70UJ675V.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05873815,MD05873815,F4J6VY2W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05883237,MD05883237,GBB60PZPFS.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05883716,MD05883716,GBF548PZDZH.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05883757,MD05883757,GBF548GVDZH.AGVQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05883796,MD05883796,GBB60PZDZS.APZQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05889636,MD05889636,SH4D.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05890004,MD05890004,FJ5.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05891497,MD05891497,GSX960NSAZ.ANSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05892016,MD05892016,GBB60BLGFS.ABLQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD05912516,MD05912516,F4J6VG0W.ABWQWUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05917676,MD05917676,"27UD59P-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05917756,MD05917756,"32UD59-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05918496,MD05918496,"27UK600-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05918656,MD05918656,"27UK650-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05918916,MD05918916,"27GK750F-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05919016,MD05919016,"27UK850-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05919041,MD05919041,"29WK500-P.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05919336,MD05919336,"29WK600-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05919876,MD05919876,"34WK650-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05920016,MD05920016,"34WK500-P.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05923456,MD05923456,SK10Y.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05923457,MD05923457,WK7.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05926836,MD05926836,PH30JG.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05926996,MD05926996,HF80JS.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05928319,MD05928319,"32GK850G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05931196,MD05931196,"55SK9500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05931257,MD05931257,"65SK9500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05931299,MD05931299,OLED77W8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05931356,MD05931356,OLED65W8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05931396,MD05931396,OLED65E8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05931499,MD05931499,OLED55E8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05933185,MD05933185,OLED77C8LLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05933199,MD05933199,OLED65C8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05933200,MD05933200,OLED55C8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05933636,MD05933636,OLED65B8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05934099,MD05934099,OLED55B8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05934101,MD05934101,"65SK8500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05934118,MD05934118,"55SK8500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05934119,MD05934119,"49SK8500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935496,MD05935496,"75UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935519,MD05935519,"49LK6100PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935879,MD05935879,F4J7VY2WD.ABWQPUK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05935956,MD05935956,"65UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935957,MD05935957,"55UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935958,MD05935958,"50UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05935959,MD05935959,"43UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05936077,MD05936077,"43LK6100PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05936078,MD05936078,"32LK6100PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05936096,MD05936096,"86UK6500PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05939196,MD05939196,"75SK8100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05939510,MD05939510,"65SK8100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05939516,MD05939516,"55SK8100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05939536,MD05939536,"49SK8100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940076,MD05940076,"65UK7550PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940218,MD05940218,"65UK6300PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940297,MD05940297,"32LK610BPLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940378,MD05940378,"49UK7550PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940397,MD05940397,"55UK7550PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940596,MD05940596,"55UK6300PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940597,MD05940597,"49UK6300PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05940656,MD05940656,"43UK6300PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05941396,MD05941396,UBK90.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD05942202,MD05942202,"70UK6950PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942240,MD05942240,"49LK5100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942241,MD05942241,"32LK6200PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942258,MD05942258,"49LK5900PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942296,MD05942296,"65UK6950PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942337,MD05942337,"55UK6950PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942356,MD05942356,"50UK6950PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942357,MD05942357,"43UK6950PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942377,MD05942377,"43LK5100PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05942437,MD05942437,"43LK5900PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943476,MD05943476,"65SK8000PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943636,MD05943636,"65UK6470PLC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943696,MD05943696,"55SK8000PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943698,MD05943698,"65UK6400PLF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943701,MD05943701,"49SK8000PLB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943736,MD05943736,"65UK6750PLD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943956,MD05943956,"55UK6470PLC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943976,MD05943976,"49UK6470PLC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943977,MD05943977,"50UK6470PLC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05943979,MD05943979,"43UK6470PLC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944405,MD05944405,"55UK6400PLF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944406,MD05944406,"43UK6400PLF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944407,MD05944407,"49UK6400PLF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944416,MD05944416,"55UK6750PLD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944440,MD05944440,"50UK6750PLD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944459,MD05944459,"43UK6750PLD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944481,MD05944481,"38WK95C-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05944737,MD05944737,"27UD59-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05945559,MD05945559,"27MD5KA-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD05945796,MD05945796,SK6.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05945876,MD05945876,SK5.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05945936,MD05945936,SK5R.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05947576,MD05947576,SK8.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05947597,MD05947597,SK1.AGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05947836,MD05947836,UBK80.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05948678,MD05948678,OLED65G8PLA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD05948736,MD05948736,"32LK510BPLD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
